<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.12.29	00:05:00	210.926	211.125	210.926	211.080	55	0	203
2025.12.29	00:10:00	211.080	211.196	211.045	211.111	288	0	125
2025.12.29	00:15:00	211.111	211.252	210.945	211.044	152	0	236
2025.12.29	00:20:00	211.044	211.143	210.952	211.113	291	0	236
2025.12.29	00:25:00	211.097	211.277	211.095	211.269	147	0	236
2025.12.29	00:30:00	211.269	211.271	211.178	211.203	299	0	236
2025.12.29	00:35:00	211.204	211.209	211.173	211.197	102	0	236
2025.12.29	00:40:00	211.197	211.203	211.161	211.188	185	0	236
2025.12.29	00:45:00	211.188	211.220	211.165	211.199	237	0	236
2025.12.29	00:50:00	211.203	211.231	211.181	211.199	363	0	236
2025.12.29	00:55:00	211.199	211.206	210.983	211.164	240	0	236
2025.12.29	01:00:00	211.152	211.156	211.029	211.116	523	0	133
2025.12.29	01:05:00	211.118	211.209	211.057	211.190	337	0	40
2025.12.29	01:10:00	211.165	211.184	211.118	211.168	247	0	20
2025.12.29	01:15:00	211.167	211.199	211.131	211.177	555	0	20
2025.12.29	01:20:00	211.177	211.193	211.152	211.167	380	0	20
2025.12.29	01:25:00	211.168	211.181	211.087	211.094	337	0	20
2025.12.29	01:30:00	211.093	211.190	211.082	211.180	304	0	20
2025.12.29	01:35:00	211.179	211.231	211.177	211.229	201	0	20
2025.12.29	01:40:00	211.230	211.264	211.206	211.208	202	0	20
2025.12.29	01:45:00	211.208	211.209	211.157	211.186	264	0	20
2025.12.29	01:50:00	211.185	211.223	211.146	211.189	232	0	20
2025.12.29	01:55:00	211.190	211.242	211.160	211.192	231	0	20
2025.12.29	02:00:00	211.193	211.195	210.885	210.891	628	0	20
2025.12.29	02:05:00	210.890	210.910	210.717	210.747	544	0	20
2025.12.29	02:10:00	210.746	210.815	210.705	210.800	418	0	20
2025.12.29	02:15:00	210.801	210.905	210.779	210.883	392	0	20
2025.12.29	02:20:00	210.883	210.957	210.880	210.928	455	0	20
2025.12.29	02:25:00	210.924	210.927	210.796	210.867	458	0	20
2025.12.29	02:30:00	210.865	210.892	210.781	210.845	469	0	20
2025.12.29	02:35:00	210.844	210.866	210.803	210.838	473	0	20
2025.12.29	02:40:00	210.839	210.850	210.784	210.796	390	0	20
2025.12.29	02:45:00	210.796	210.924	210.765	210.899	434	0	20
2025.12.29	02:50:00	210.899	211.123	210.890	211.110	563	0	20
2025.12.29	02:55:00	211.088	211.124	211.023	211.079	506	0	20
2025.12.29	03:00:00	211.081	211.191	211.069	211.179	604	0	20
2025.12.29	03:05:00	211.179	211.195	211.085	211.093	470	0	20
2025.12.29	03:10:00	211.094	211.130	211.071	211.087	467	0	20
2025.12.29	03:15:00	211.088	211.143	211.051	211.051	403	0	20
2025.12.29	03:20:00	211.052	211.104	211.021	211.026	418	0	20
2025.12.29	03:25:00	211.024	211.060	211.020	211.050	415	0	20
2025.12.29	03:30:00	211.051	211.083	210.982	211.081	432	0	20
2025.12.29	03:35:00	211.080	211.096	211.036	211.096	465	0	20
